% lon        lat           depth(km)    x(km)   y(km)        dx              dy              slip(m)     rake             dip          strike      timerup(s)    rise(s)
13.0564165 42.9455605 -8.42297 -5.0000000e-01 -1.0500000e+01 5.0000000e+02 5.0000000e+02 8.7159885e-02 -1.0598931e+02 4.7000000e+01 1.5500000e+02 4.4963137e+00 3.6000000e+00
13.0526161 42.9442635 -8.78865 -5.0000000e-01 -1.1000000e+01 5.0000000e+02 5.0000000e+02 7.6551531e-02 -1.1444026e+02 4.7000000e+01 1.5500000e+02 4.4785486e+00 3.6000000e+00
13.0488157 42.9429665 -9.15432 -5.0000000e-01 -1.1500000e+01 5.0000000e+02 5.0000000e+02 6.6199956e-02 -1.2564536e+02 4.7000000e+01 1.5500000e+02 4.4678557e+00 3.6000000e+00
13.0450163 42.9416695 -9.52 -5.0000000e-01 -1.2000000e+01 5.0000000e+02 5.0000000e+02 5.8845913e-02 -1.3000000e+02 4.7000000e+01 1.5500000e+02 4.4642857e+00 3.6000000e+00
13.0412159 42.9403725 -9.88568 -5.0000000e-01 -1.2500000e+01 5.0000000e+02 5.0000000e+02 5.6961788e-02 -1.3000000e+02 4.7000000e+01 1.5500000e+02 4.4678557e+00 3.6000000e+00
13.0374165 42.9390755 -10.2514 -5.0000000e-01 -1.3000000e+01 5.0000000e+02 5.0000000e+02 5.8505341e-02 -1.2884436e+02 4.7000000e+01 1.5500000e+02 4.4785486e+00 3.6000000e+00
13.0336161 42.9377823 -10.617 -5.0000000e-01 -1.3500000e+01 5.0000000e+02 5.0000000e+02 5.9445381e-02 -1.2298990e+02 4.7000000e+01 1.5500000e+02 4.4963137e+00 3.6000000e+00
13.0298157 42.9364853 -10.9827 -5.0000000e-01 -1.4000000e+01 5.0000000e+02 5.0000000e+02 5.5750722e-02 -1.1915359e+02 4.7000000e+01 1.5500000e+02 4.5210675e+00 3.6000000e+00
13.0260162 42.9351883 -11.3484 -5.0000000e-01 -1.4500000e+01 5.0000000e+02 5.0000000e+02 4.6749497e-02 -1.1743367e+02 4.7000000e+01 1.5500000e+02 4.5526960e+00 3.6000000e+00
13.0222158 42.9338913 -11.7141 -5.0000000e-01 -1.5000000e+01 5.0000000e+02 5.0000000e+02 3.4457302e-02 -1.1604833e+02 4.7000000e+01 1.5500000e+02 4.5910572e+00 3.6000000e+00
13.1464148 42.9713058 -0.0124023 0.0000000e+00 1.0000000e+00 5.0000000e+02 5.0000000e+02 0.0000000e+00 -9.0000000e+01 4.7000000e+01 1.5500000e+02 6.3185021e+00 3.6000000e+00
13.1426153 42.9700089 -0.378079 0.0000000e+00 5.0000000e-01 5.0000000e+02 5.0000000e+02 0.0000000e+00 -9.0000000e+01 4.7000000e+01 1.5500000e+02 6.1884727e+00 3.6000000e+00
13.1388149 42.9687119 -0.743756 0.0000000e+00 0.0000000e+00 5.0000000e+02 5.0000000e+02 0.0000000e+00 -9.0000000e+01 4.7000000e+01 1.5500000e+02 6.0609153e+00 3.6000000e+00
13.1350145 42.9674149 -1.10943 0.0000000e+00 -5.0000000e-01 5.0000000e+02 5.0000000e+02 5.7677589e-04 -1.3000000e+02 4.7000000e+01 1.5500000e+02 5.9359893e+00 3.6000000e+00
13.1312151 42.9661179 -1.47511 0.0000000e+00 -1.0000000e+00 5.0000000e+02 5.0000000e+02 8.4098570e-04 -1.3000000e+02 4.7000000e+01 1.5500000e+02 5.8138645e+00 3.6000000e+00
13.1274147 42.9648209 -1.84079 0.0000000e+00 -1.5000000e+00 5.0000000e+02 5.0000000e+02 4.8672027e-03 -1.3000000e+02 4.7000000e+01 1.5500000e+02 5.6947210e+00 3.6000000e+00
13.1236153 42.9635239 -2.20646 0.0000000e+00 -2.0000000e+00 5.0000000e+02 5.0000000e+02 1.6730000e-02 -1.2500000e+02 4.7000000e+01 1.5500000e+02 5.5787498e+00 3.6000000e+00
13.1198149 42.9622307 -2.57214 0.0000000e+00 -2.5000000e+00 5.0000000e+02 5.0000000e+02 4.1490950e-02 -1.1347279e+02 4.7000000e+01 1.5500000e+02 5.4661528e+00 3.6000000e+00
13.1160145 42.9609337 -2.93782 0.0000000e+00 -3.0000000e+00 5.0000000e+02 5.0000000e+02 7.5651941e-02 -1.0979735e+02 4.7000000e+01 1.5500000e+02 5.3571429e+00 3.6000000e+00
13.1122150 42.9596367 -3.30349 0.0000000e+00 -3.5000000e+00 5.0000000e+02 5.0000000e+02 1.1044802e-01 -1.0717464e+02 4.7000000e+01 1.5500000e+02 5.2519433e+00 3.6000000e+00
13.1084146 42.9583397 -3.66917 0.0000000e+00 -4.0000000e+00 5.0000000e+02 5.0000000e+02 1.3711423e-01 -1.0387007e+02 4.7000000e+01 1.5500000e+02 5.1507875e+00 3.6000000e+00
13.1046143 42.9570427 -4.03485 0.0000000e+00 -4.5000000e+00 5.0000000e+02 5.0000000e+02 1.5430237e-01 -9.7279305e+01 4.7000000e+01 1.5500000e+02 5.0539185e+00 3.6000000e+00
13.1008148 42.9557457 -4.40052 0.0000000e+00 -5.0000000e+00 5.0000000e+02 5.0000000e+02 1.6635737e-01 -8.8720379e+01 4.7000000e+01 1.5500000e+02 4.9615871e+00 3.6000000e+00
13.0970144 42.9544487 -4.7662 0.0000000e+00 -5.5000000e+00 5.0000000e+02 5.0000000e+02 1.7305400e-01 -8.1840724e+01 4.7000000e+01 1.5500000e+02 4.8740515e+00 3.6000000e+00
13.0932150 42.9531517 -5.13188 0.0000000e+00 -6.0000000e+00 5.0000000e+02 5.0000000e+02 1.7416700e-01 -7.9468125e+01 4.7000000e+01 1.5500000e+02 4.7915742e+00 3.6000000e+00
13.0894146 42.9518547 -5.49755 0.0000000e+00 -6.5000000e+00 5.0000000e+02 5.0000000e+02 1.6686013e-01 -8.3894545e+01 4.7000000e+01 1.5500000e+02 4.7144210e+00 3.6000000e+00
