-0.46216590 -12477.36970732 0.0
-8108.92268373 -3332.95595596 0.0
288.98004580 -2625.76880041 0.0
-10926.12401571 -12819.50955819 0.0
-12579.93662752 -13313.17768792 0.0
2198.53497536 -18289.93224467 0.0
7347.84497560 -5855.73821543 0.0
7794.88149027 -13645.09429005 0.0
4261.28841407 -22275.11678082 0.0
10821.79128584 561.71841362 0.0
14884.13683371 -6525.51585767 0.0
-2323.95095451 9657.33911194 0.0
2024.98664807 -28560.05933361 0.0
-23446.61098425 -9541.42748827 0.0
-9214.49729851 -28716.74348960 0.0
-16617.53015821 7522.36521190 0.0
19059.58699739 -7775.37487875 0.0
13525.16110383 9691.45165251 0.0
-23426.97559913 7094.29291767 0.0
5710.78265281 15213.76773976 0.0
22826.45544023 -6355.85764331 0.0
22173.34503553 -17317.47922096 0.0
-16879.40948463 14740.49312581 0.0
-30518.96116298 -15569.11220602 0.0
-31585.05837476 -20628.85196008 0.0
-21473.49172470 -34728.64575188 0.0
22272.11802809 8684.16375158 0.0
32112.88565982 -6215.19091531 0.0
32526.75201677 -17719.57011949 0.0
37584.21233842 -5878.44116415 0.0
26993.93999453 -40865.80152652 0.0
14306.74658334 30727.22126302 0.0
36625.67503201 -32204.19642031 0.0
35225.95470598 16551.83264535 0.0
43891.01341059 -13072.30876484 0.0
17054.42547319 -43008.30436081 0.0
